Country,Subject Descriptor,Units,1990,1995,2000,2005,2010,2015
Armenia,"Gross domestic product, current prices",National currency,,522.256,"1,031.34","2,242.88","3,460.20","5,043.63"
Armenia,"Gross domestic product, current prices",U.S. dollars,,1.287,1.912,4.9,9.26,10.553
Armenia,"Gross domestic product, current prices",Purchasing power parity; international dollars,,5.856,8.027,16.268,21.6,29.167
Armenia,"Gross domestic product, deflator",Index,,53.095,83.089,100,127.687,149.985
Armenia,"Gross domestic product per capita, constant prices",National currency,,"305,472.66","402,999.79","745,143.16","913,552.50","1,124,499.85"
Armenia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,,"3,008.39","3,968.86","7,338.39","8,996.94","11,074.41"
Armenia,"Gross domestic product per capita, current prices",National currency,,"162,191.40","334,850.10","745,143.16","1,166,485.13","1,686,586.15"
Armenia,"Gross domestic product per capita, current prices",U.S. dollars,,399.576,620.638,"1,628.06","3,121.78","3,529.03"
Armenia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,,"1,818.53","2,606.31","5,404.50","7,281.84","9,753.36"
Armenia,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Armenia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,,0.015,0.016,0.024,0.024,0.026
Armenia,Implied PPP conversion rate,National currency per current international dollar,,89.188,128.477,137.875,160.191,172.924
Armenia,Total investment,Percent of GDP,,20.809,18.232,28.371,29.419,21.204
Armenia,Gross national savings,Percent of GDP,,3.836,2.452,25.843,15.797,18.519
Armenia,"Inflation, average consumer prices",Index,,100,146.837,171.95,225.171,280.885
Armenia,"Inflation, average consumer prices",Percent change,,176.743,-0.791,0.717,7.274,3.731
Armenia,"Inflation, end of period consumer prices",Index,,113.545,148.049,171.899,235.552,280.536
Armenia,"Inflation, end of period consumer prices",Percent change,,31.935,0.385,0.424,8.482,-0.129
Armenia,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Armenia,Volume of imports of goods and services,Percent change,,,4.176,18.147,4.899,-10.114
Armenia,Volume of Imports of goods,Percent change,,,5.217,22.549,3.425,-16.437
Armenia,Volume of exports of goods and services,Percent change,,,13.732,17.757,15.285,8.99
Armenia,Volume of exports of goods,Percent change,,,22.775,20.441,25.87,10.292
Armenia,Unemployment rate,Percent of total labor force,,,,31.2,19,18.5
Armenia,Employment,Persons,,,,,,
Armenia,Population,Persons,,3.22,3.08,3.01,2.966,2.99
Armenia,General government revenue,National currency,,93.154,170.113,401.359,734.293,"1,084.08"
Armenia,General government revenue,Percent of GDP,,17.837,16.494,17.895,21.221,21.494
Armenia,General government total expenditure,National currency,,,,445.685,906.591,"1,328.03"
Armenia,General government total expenditure,Percent of GDP,,,,19.871,26.201,26.331
Armenia,General government net lending/borrowing,National currency,,,,-44.326,-172.298,-243.953
Armenia,General government net lending/borrowing,Percent of GDP,,,,-1.976,-4.979,-4.837
Armenia,General government structural balance,National currency,,,,,,
Armenia,General government structural balance,Percent of potential GDP,,,,,,
Armenia,General government primary net lending/borrowing,National currency,,,,-34.017,-142.109,-169.869
Armenia,General government primary net lending/borrowing,Percent of GDP,,,,-1.517,-4.107,-3.368
Armenia,General government net debt,National currency,,,,,,
Armenia,General government net debt,Percent of GDP,,,,,,
Armenia,General government gross debt,National currency,,,408.28,459.054,"1,168.06","2,225.91"
Armenia,General government gross debt,Percent of GDP,,,39.587,20.467,33.757,44.133
Armenia,"Gross domestic product corresponding to fiscal year, current prices",National currency,,522.256,"1,031.34","2,242.88","3,460.20","5,043.63"
Armenia,Current account balance,U.S. dollars,,-0.218,-0.302,-0.124,-1.261,-0.283
Armenia,Current account balance,Percent of GDP,,-16.972,-15.78,-2.529,-13.622,-2.685
Aruba,"Gross domestic product, constant prices",National currency,2.686,3.655,4.409,4.917,4.485,5.055
Aruba,"Gross domestic product, constant prices",Percent change,3.977,2.503,7.685,-0.383,-2.733,3.551
Aruba,"Gross domestic product, current prices",National currency,1.369,2.364,3.353,4.224,4.392,5.304
Aruba,"Gross domestic product, current prices",U.S. dollars,,1.321,1.873,2.36,2.454,2.963
Aruba,"Gross domestic product, current prices",Purchasing power parity; international dollars,1.361,2.09,2.74,3.426,3.434,3.893
Aruba,"Gross domestic product, deflator",Index,50.97,64.682,76.055,85.907,97.927,104.909
Aruba,"Gross domestic product per capita, constant prices",National currency,"41,829.36","45,796.53","48,673.77","50,365.99","44,024.74","46,284.72"
Aruba,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"31,485.14","34,471.24","36,636.95","37,910.69","33,137.61","34,838.71"
Aruba,"Gross domestic product per capita, current prices",National currency,"21,320.31","29,622.20","37,019.03","43,268.03","43,111.93","48,556.65"
Aruba,"Gross domestic product per capita, current prices",U.S. dollars,,"16,548.72","20,681.02","24,172.09","24,084.88","27,126.62"
Aruba,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"21,194.78","26,192.40","30,241.96","35,095.17","33,713.11","35,642.67"
Aruba,Output gap in percent of potential GDP,Percent of potential GDP,,,,,,
Aruba,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,0.005,0.005,0.005,0.005,0.004,0.003
Aruba,Implied PPP conversion rate,National currency per current international dollar,1.006,1.131,1.224,1.233,1.279,1.362
Aruba,Total investment,Percent of GDP,,,,,,
Aruba,Gross national savings,Percent of GDP,,29.569,29.193,24.261,13.255,21.411
Aruba,"Inflation, average consumer prices",Index,,71.707,82.632,96.518,114.714,118.616
Aruba,"Inflation, average consumer prices",Percent change,,,4.049,3.398,2.078,0.473
Aruba,"Inflation, end of period consumer prices",Index,,72.511,83.722,97.551,114.356,118.408
Aruba,"Inflation, end of period consumer prices",Percent change,,,3.5,3.784,-0.721,-0.926
Aruba,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Aruba,Volume of imports of goods and services,Percent change,,,,,,
Aruba,Volume of Imports of goods,Percent change,,,,,,
Aruba,Volume of exports of goods and services,Percent change,,,,,,
Aruba,Volume of exports of goods,Percent change,,,,,,
Aruba,Unemployment rate,Percent of total labor force,,5.672,6.923,8.8,10.6,7.298
Aruba,Employment,Persons,,,,,,
Aruba,Population,Persons,0.064,0.08,0.091,0.098,0.102,0.109
Aruba,General government revenue,National currency,,0.603,0.746,0.909,1.184,1.267
Aruba,General government revenue,Percent of GDP,,25.495,22.251,21.52,26.957,23.898
Aruba,General government total expenditure,National currency,,0.622,0.725,1.034,1.337,1.346
Aruba,General government total expenditure,Percent of GDP,,26.328,21.606,24.477,30.443,25.373
Aruba,General government net lending/borrowing,National currency,,-0.02,0.022,-0.125,-0.153,-0.078
Aruba,General government net lending/borrowing,Percent of GDP,,-0.834,0.645,-2.957,-3.487,-1.475
Aruba,General government structural balance,National currency,,,,,,
Aruba,General government structural balance,Percent of potential GDP,,,,,,
Aruba,General government primary net lending/borrowing,National currency,,0.008,0.063,-0.04,-0.026,0.122
Aruba,General government primary net lending/borrowing,Percent of GDP,,0.339,1.885,-0.959,-0.597,2.301
Aruba,General government net debt,National currency,,,,,,
Aruba,General government net debt,Percent of GDP,,,,,,
Aruba,General government gross debt,National currency,,1.302,1.295,1.905,2.401,3.918
Aruba,General government gross debt,Percent of GDP,,55.088,38.613,45.093,54.661,73.876
Aruba,"Gross domestic product corresponding to fiscal year, current prices",National currency,1.369,2.364,3.353,4.224,4.392,5.304
Aruba,Current account balance,U.S. dollars,,,0.214,0.116,-0.46,0.115
Aruba,Current account balance,Percent of GDP,,,11.411,4.901,-18.737,3.882
Australia,"Gross domestic product, constant prices",National currency,827.133,941.31,"1,155.31","1,361.16","1,563.03","1,788.61"
Australia,"Gross domestic product, constant prices",Percent change,1.503,2.838,3.024,3.027,2.361,2.325
Australia,"Gross domestic product, current prices",National currency,414.002,509.962,685.406,961,"1,361.45","1,640.74"
Australia,"Gross domestic product, current prices",U.S. dollars,323.397,378.135,399.101,734.053,"1,251.86","1,234.84"
Australia,"Gross domestic product, current prices",Purchasing power parity; international dollars,323.682,415.788,554.381,732.515,924.413,"1,113.06"
Australia,"Gross domestic product, deflator",Index,50.053,54.176,59.327,70.601,87.103,91.733
Australia,"Gross domestic product per capita, constant prices",National currency,"48,173.80","51,949.78","60,357.60","67,014.26","70,494.22","74,573.16"
Australia,"Gross domestic product per capita, constant prices",Purchasing power parity; 2017 international dollar,"31,549.17","34,022.07","39,528.38","43,887.85","46,166.89","48,838.19"
Australia,"Gross domestic product per capita, current prices",National currency,"24,112.27","28,144.20","35,808.20","47,313.00","61,402.91","68,407.91"
Australia,"Gross domestic product per capita, current prices",U.S. dollars,"18,835.27","20,868.82","20,850.53","36,139.69","56,459.92","51,484.64"
Australia,"Gross domestic product per capita, current prices",Purchasing power parity; international dollars,"18,851.89","22,946.83","28,962.97","36,063.96","41,691.91","46,407.23"
Australia,Output gap in percent of potential GDP,Percent of potential GDP,0.623,-1.152,0.826,0.276,-0.887,-1.166
Australia,Gross domestic product based on purchasing-power-parity (PPP) share of world total,Percent,1.175,1.08,1.102,1.074,1.029,1
Australia,Implied PPP conversion rate,National currency per current international dollar,1.279,1.226,1.236,1.312,1.473,1.474
Australia,Total investment,Percent of GDP,26.45,25.254,25.02,27.929,26.369,25.881
Australia,Gross national savings,Percent of GDP,22.867,20.63,21.279,21.813,23.105,21.608
Australia,"Inflation, average consumer prices",Index,57.45,65.025,71.475,83,96.1,107.65
Australia,"Inflation, average consumer prices",Percent change,7.233,4.584,4.457,2.659,2.863,1.485
Australia,"Inflation, end of period consumer prices",Index,59,66,73.1,83.9,97,108.3
Australia,"Inflation, end of period consumer prices",Percent change,6.884,4.928,5.789,2.693,2.646,1.69
Australia,Six-month London interbank offered rate (LIBOR),Percent,,,,,,
Australia,Volume of imports of goods and services,Percent change,-4.211,8.747,8,9.451,15.506,1.958
Australia,Volume of Imports of goods,Percent change,-4.748,9.84,8.857,9.989,15.434,3.064
Australia,Volume of exports of goods and services,Percent change,7.513,5.58,11.59,3.38,5.717,6.534
Australia,Volume of exports of goods,Percent change,7.096,3.552,9.832,3.052,7.596,5.679
Australia,Unemployment rate,Percent of total labor force,6.942,8.483,6.292,5.042,5.208,6.058
Australia,Employment,Persons,7.856,8.186,8.899,9.877,11.021,11.759
Australia,Population,Persons,17.17,18.12,19.141,20.312,22.172,23.985
Australia,General government revenue,National currency,125.491,158.93,250.661,349.845,434.374,566.897
Australia,General government revenue,Percent of GDP,30.312,31.165,36.571,36.404,31.905,34.551
Australia,General government total expenditure,National currency,126.452,172.241,242.066,333.388,504.175,612.582
Australia,General government total expenditure,Percent of GDP,30.544,33.775,35.317,34.692,37.032,37.336
Australia,General government net lending/borrowing,National currency,-0.961,-13.311,8.596,16.457,-69.802,-45.685
Australia,General government net lending/borrowing,Percent of GDP,-0.232,-2.61,1.254,1.712,-5.127,-2.784
Australia,General government structural balance,National currency,-1.145,-10.277,9.005,15.405,-67.346,-42.338
Australia,General government structural balance,Percent of potential GDP,-0.28,-1.99,1.328,1.668,-5.138,-2.576
Australia,General government primary net lending/borrowing,National currency,7.762,-2.548,13.242,15.076,-66.601,-30.66
Australia,General government primary net lending/borrowing,Percent of GDP,1.875,-0.5,1.932,1.569,-4.892,-1.869
Australia,General government net debt,National currency,39.685,118.013,48.955,-36.656,85.995,362.193
Australia,General government net debt,Percent of GDP,9.586,23.142,7.142,-3.814,6.316,22.075
Australia,General government gross debt,National currency,68.077,159.276,134.017,104.695,277.663,618.535
Australia,General government gross debt,Percent of GDP,16.444,31.233,19.553,10.894,20.395,37.699
Australia,"Gross domestic product corresponding to fiscal year, current prices",National currency,414.002,509.962,685.406,961,"1,361.45","1,640.74"
Australia,Current account balance,U.S. dollars,-15.739,-18.927,-16.37,-43.661,-45.728,-57.019
Australia,Current account balance,Percent of GDP,-4.867,-5.005,-4.102,-5.948,-3.653,-4.618
Austria,"Gross domestic product, constant prices",National currency,216.775,241.952,280.477,306.13,326.651,344.269
Austria,"Gross domestic product, constant prices",Percent change,4.346,2.668,3.376,2.244,1.837,1.015
